Course #,Section #,Course Name,Instructor id,days,beg_tm,end_tm,Number of Slots,Seating type, Whiteboard, Chalkboard, Computer/Laptop, Sound System, CD Player, DVD Player, Video Projector, Hearing Assisted System, Visual Optimizer, Laptop Connectivity, Network Connections, Overhead Projector, Podium, Projector Screen, TV/Monitors, Piano
BIOL330L,2,HUMAN ANATOMY/PHYSIOLOGY LAB,123456,----R--,1300,1550,,,,,,,,,,,,,,,,,,
BIOL436,1,COMPARATIVE ANIMAL PHYSIOLOGY,123456,-M-----,1320,1610,,,,,,,,,,,,,,,,,,
BIOL436,1,COMPARATIVE ANIMAL PHYSIOLOGY,123456,-M-W-F-,920,1030,,,,,,,,,,,,,,,,,,
BIOL463,1,ECOLOGY OF COASTAL SYSTEMS,123456,--T-R--,800,950,,,,,,,,,,,,,,,,,,
BIOL463,1,ECOLOGY OF COASTAL SYSTEMS,123456,--T----,1300,1550,,,,,,,,,,,,,,,,,,
BIOL493,1,ST. MARY'S PROJECT,123456,-----F-,1320,1430,,,,,,,,,,,,,,,,,,
BIOL494,1,ST. MARY'S PROJECT,123456,-----F-,1320,1430,,,,,,,,,,,,,,,,,,
CHEM101,1,CONTEMPORARY CHEMISTRY W/ LAB,123456,--T-R--,1000,1150,,,,,,,,,,,,,,,,,,
CHEM101,1,CONTEMPORARY CHEMISTRY W/ LAB,123456,--T----,1240,1550,,,,,,,,,,,,,,,,,,
CHEM103,1,GENERAL CHEMISTRY I,123456,--T----,1800,2200,,,,,,,,,,,,,,,,,,
CHEM103,1,GENERAL CHEMISTRY I,123456,--T----,1800,2200,,,,,,,,,,,,,,,,,,
CHEM103,1,GENERAL CHEMISTRY I,123456,-M-W-F-,920,1030,,,,,,,,,,,,,,,,,,
CHEM103,1,GENERAL CHEMISTRY I,123456,--T----,1800,2200,,,,,,,,,,,,,,,,,,
CHEM103,2,GENERAL CHEMISTRY I,123456,--T----,1800,2200,,,,,,,,,,,,,,,,,,
CHEM103,2,GENERAL CHEMISTRY I,123456,-M-W-F-,1040,1150,,,,,,,,,,,,,,,,,,
CHEM103,2,GENERAL CHEMISTRY I,123456,--T----,1800,2200,,,,,,,,,,,,,,,,,,
CHEM103,3,GENERAL CHEMISTRY I,123456,--T----,1800,2200,,,,,,,,,,,,,,,,,,
CHEM103,3,GENERAL CHEMISTRY I,123456,-M-W-F-,800,910,,,,,,,,,,,,,,,,,,
CHEM103,3,GENERAL CHEMISTRY I,123456,--T----,1800,2200,,,,,,,,,,,,,,,,,,
CHEM106,1,GENERAL CHEMISTRY II,123456,-M-W-F-,1040,1150,,,,,,,,,,,,,,,,,,
CHEM106L,1,GEN CHEM II LAB,123456,-M-----,1320,1630,,,,,,,,,,,,,,,,,,
CHEM109,1,EMERGING SCHOLARS PROGRAM,123456,-M-----,1800,2000,,,,,,,,,,,,,,,,,,
CHEM306,1,INSTR ANALYSIS,123456,-M-W-F-,920,1030,,,,,,,,,,,,,,,,,,
CHEM306,1,INSTR ANALYSIS,123456,---W---,1320,1630,,,,,,,,,,,,,,,,,,
CHEM311,1,ORGANIC CHEMISTRY I,123456,-M-W-F-,1040,1150,,,,,,,,,,,,,,,,,,
CHEM311,1,ORGANIC CHEMISTRY I,123456,----R--,1800,2200,,,,,,,,,,,,,,,,,,
CHEM311,2,ORGANIC CHEMISTRY I,123456,-M-W-F-,920,1030,,,,,,,,,,,,,,,,,,
CHEM311,2,ORGANIC CHEMISTRY I,123456,----R--,1800,2200,,,,,,,,,,,,,,,,,,
CHEM311,3,ORGANIC CHEMISTRY I,123456,-M-W-F-,800,910,,,,,,,,,,,,,,,,,,
CHEM311,3,ORGANIC CHEMISTRY I,123456,----R--,1800,2200,,,,,,,,,,,,,,,,,,
CHEM311L,1,ORGANIC CHEM I LAB,123456,-M-----,1320,1630,,,,,,,,,,,,,,,,,,
CHEM311L,2,ORGANIC CHEM I LAB,123456,-M-----,1800,2110,,,,,,,,,,,,,,,,,,
CHEM311L,3,ORGANIC CHEM I LAB,123456,--T----,1240,1550,,,,,,,,,,,,,,,,,,
CHEM311L,4,ORGANIC CHEM I LAB,123456,---W---,1320,1630,,,,,,,,,,,,,,,,,,
CHEM311L,5,ORGANIC CHEM I LAB,123456,---W---,1800,2110,,,,,,,,,,,,,,,,,,
CHEM311L,6,ORGANIC CHEM I LAB,123456,----R--,1240,1550,,,,,,,,,,,,,,,,,,
CHEM311L,7,ORGANIC CHEM I LAB,123456,----R--,840,1150,,,,,,,,,,,,,,,,,,
CHEM325,1,INTRO TO CHEMICAL LIT,123456,-----F-,1320,1430,,,,,,,,,,,,,,,,,,
CHEM405,1,INORGANIC CHEMISTRY,123456,-M-W-F-,800,910,,,,,,,,,,,,,,,,,,
CHEM405,1,INORGANIC CHEMISTRY,123456,----R--,1240,1550,,,,,,,,,,,,,,,,,,
CHEM420,1,BIOCHEMISTRY I,123456,-M-W-F-,920,1030,,,,,,,,,,,,,,,,,,
CHEM420,1,BIOCHEMISTRY I,123456,-M-----,1800,2200,,,,,,,,,,,,,,,,,,
CHEM420,2,BIOCHEMISTRY I,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
CHEM420,2,BIOCHEMISTRY I,123456,-M-----,1800,2200,,,,,,,,,,,,,,,,,,
CHEM420L,1,BIOCHEMISTRY I LAB,123456,---W---,1320,1630,,,,,,,,,,,,,,,,,,
CHEM420L,2,BIOCHEMISTRY I LAB,123456,---W---,1800,2110,,,,,,,,,,,,,,,,,,
CHEM420L,3,BIOCHEMISTRY I LAB,123456,----R--,1240,1550,,,,,,,,,,,,,,,,,,
CHEM451,1,PHYSICAL CHEMISTRY I,123456,--T-R--,1000,1150,,,,,,,,,,,,,,,,,,
CHEM451,1,PHYSICAL CHEMISTRY I,123456,----R--,1800,2200,,,,,,,,,,,,,,,,,,
CHEM451L,1,PHYSICAL CHEM I LAB,123456,-M-----,1320,1630,,,,,,,,,,,,,,,,,,
CHEM451L,2,PHYSICAL CHEM I LAB,123456,--T----,1240,1550,,,,,,,,,,,,,,,,,,
CORE101,1,FIRST YEAR SEMINAR:Global Scholars,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
CORE101,2,FIRST YEAR SEMINAR:The Art of Political Protest,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
CORE101,4,"FIRST YEAR SEMINAR:Genes, God, and Goodness",123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
CORE101,6,FIRST YEAR SEMINAR:Evolution of Altruism,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
CORE101,8,FIRST YEAR SEMINAR:American Football,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
CORE101,9,"FIRST YEAR SEMINAR:Privilege, Power and Difference",123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
CORE101,11,FIRST YEAR SEMINAR:Haruki Murakami,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
CORE101,12,FIRST YEAR SEMINAR:True Grit: The Art of Resilience,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
CORE101,13,FIRST YEAR SEMINAR:The Beatles,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
CORE101,14,FIRST YEAR SEMINAR:Japanese Arts and Ways,123456,--T-R--,1800,1950,,,,,,,,,,,,,,,,,,
CORE101,15,FIRST YEAR SEMINAR:The Quest for Humanity in Amer.,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
CORE101,16,FIRST YEAR SEMINAR:Winston Churchill,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
CORE101,17,FIRST YEAR SEMINAR:The Many Lives of Lincoln,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
CORE101,18,FIRST YEAR SEMINAR:Creativity as a Force,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
CORE101,19,FIRST YEAR SEMINAR:Concepts of Family and Identity,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
CORE101,20,FIRST YEAR SEMINAR:Mind-bending Math,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
CORE101,21,FIRST YEAR SEMINAR:Music and Loss,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
CORE101,22,FIRST YEAR SEMINAR:Race and Racism in the U.S.,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
CORE101,23,FIRST YEAR SEMINAR:Women/Gender/Religion . . .,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
CORE101,24,FIRST YEAR SEMINAR:Busnss.Ethics/Corp.Responsiblty,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
CORE101,25,FIRST YEAR SEMINAR:Politics of the City: Baltimore,123456,--T-R--,1800,1950,,,,,,,,,,,,,,,,,,
CORE101,26,FIRST YEAR SEMINAR:Road to the White House,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
CORE101,27,FIRST YEAR SEMINAR:Critical Thinking: A User's Guid,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
CORE101,28,"FIRST YEAR SEMINAR:Mind, Brain, Music",123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
CORE101,30,FIRST YEAR SEMINAR:Galileo and  Modern Science,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
CORE101,32,FIRST YEAR SEMINAR:Masks and Disguise Across Hist.,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
CORE101,33,FIRST YEAR SEMINAR:Perf. Empathy and the Art of,123456,--T-R--,1800,1950,,,,,,,,,,,,,,,,,,
CORE101,35,FIRST YEAR SEMINAR:Concepts of Family and Identity,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
CORE301,1,INQUIRY IN THE LIBERAL ARTS:Campus Ecology,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
CORE301,2,INQUIRY IN THE LIBERAL ARTS:Is it just progress?,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
CORE301,3,INQUIRY IN THE LIBERAL ARTS:The Future of Nature,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
CORE301,4,"INQUIRY IN THE LIBERAL ARTS:Genius, Creativity, and Madness",123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
CORE301,5,INQUIRY IN THE LIBERAL ARTS:Capitalism's Crises,123456,--T-R--,1800,1950,,,,,,,,,,,,,,,,,,
CORE301,6,INQUIRY IN THE LIBERAL ARTS:Whistleblowers & Organizations,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
COSC120,1,COMPUTER SCIENCE I,123456,-M-W-F-,920,1030,,,,,,,,,,,,,,,,,,
COSC120,2,COMPUTER SCIENCE I,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
COSC120,3,COMPUTER SCIENCE I,123456,-M-W---,1440,1630,,,,,,,,,,,,,,,,,,
COSC130,1,INTRO TO COMPUTER SCIENCE II,123456,-M-W-F-,1040,1150,,,,,,,,,,,,,,,,,,
COSC181,1,EMERGING SCHOLARS,123456,-M-W---,1800,1950,,,,,,,,,,,,,,,,,,
COSC201,1,ALGORITHMS/DATA STRUCTURES,123456,--T-R--,1400,1550,,,,,,,,,,,,,,,,,,
COSC201,2,ALGORITHMS/DATA STRUCTURES,123456,-M-W---,1440,1630,,,,,,,,,,,,,,,,,,
COSC230,1,COMPUTER ARCHITECTURE,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
COSC301,1,SOFTWARE ENGINEERING I,123456,--T-R--,1800,1950,,,,,,,,,,,,,,,,,,
COSC391,1,PROGRAMMING TEAM SEMINAR,123456,---W---,1640,1750,,,,,,,,,,,,,,,,,,
COSC420,1,DISTRIBUTED/PARALLEL COMPUTING,123456,-M-W-F-,920,1030,,,,,,,,,,,,,,,,,,
COSC440,1,THEORY OF COMPUTATION,123456,-M-W-F-,1320,1430,,,,,,,,,,,,,,,,,,
COSC480,1,TOPICS IN COMPUTER SCIENCE,123456,--T-R--,1400,1550,,,,,,,,,,,,,,,,,,
COSC480,2,TOPICS IN COMPUTER SCIENCE,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
ECON102,1,PRINCIPLES OF MICROECONOMICS,123456,-M-W-F-,920,1030,,,,,,,,,,,,,,,,,,
ECON102,2,PRINCIPLES OF MICROECONOMICS,123456,-M-W---,1440,1630,,,,,,,,,,,,,,,,,,
ECON103,1,PRINCIPLES OF MACROECONOMICS,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
ECON103,2,PRINCIPLES OF MACROECONOMICS,123456,--T-R--,1400,1550,,,,,,,,,,,,,,,,,,
ECON250,1,PRINCIPLES OF ACCOUNTING,123456,--T-R--,800,950,,,,,,,,,,,,,,,,,,
ECON251,1,INTERMEDIATE MACROECONOMICS,123456,-M-W-F-,920,1030,,,,,,,,,,,,,,,,,,
ECON251,2,INTERMEDIATE MACROECONOMICS,123456,--T-R--,1000,1150,,,,,,,,,,,,,,,,,,
ECON252,1,INTERMEDIATE MICROECONOMICS,123456,-M-W-F-,1040,1150,,,,,,,,,,,,,,,,,,
ECON252,2,INTERMEDIATE MICROECONOMICS,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
ECON252,3,INTERMEDIATE MICROECONOMICS,123456,--T-R--,1000,1150,,,,,,,,,,,,,,,,,,
ECON253,1,ECONOMIC STATISTICS,123456,--T-R--,800,950,,,,,,,,,,,,,,,,,,
ECON253,2,ECONOMIC STATISTICS,123456,--T-R--,1000,1150,,,,,,,,,,,,,,,,,,
ECON310,1,TOPICS IN ECONOMICS:Real Estate Finance,123456,-M-----,1700,2040,,,,,,,,,,,,,,,,,,
ECON350,1,ENVIRONMENTAL ECONOMICS,123456,-M-W-F-,800,910,,,,,,,,,,,,,,,,,,
ECON353,1,CORPORATE FINANCE,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
ECON355,1,LABOR ECONOMICS,123456,-M-W---,1440,1630,,,,,,,,,,,,,,,,,,
ECON356,1,INTERNATIONAL ECONOMICS,123456,--T-R--,1000,1150,,,,,,,,,,,,,,,,,,
ECON357,1,MONEY & BANKING,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
ECON357,2,MONEY & BANKING,123456,-M-W-F-,1320,1430,,,,,,,,,,,,,,,,,,
ECON359,1,PUBLIC SECTOR ECONOMICS,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
ECON360,1,COMPARATIVE ECON SYSTEMS,123456,-M-W-F-,920,1030,,,,,,,,,,,,,,,,,,
ECON372,1,ECON OF DEVELOPING COUNTRIES,123456,--T-R--,1400,1550,,,,,,,,,,,,,,,,,,
ECON425,1,ECONOMETRICS,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
EDUC180,1,INTRO TO SIGN LANGUAGE,123456,--T-R--,900,950,,,,,,,,,,,,,,,,,,
EDUC206,1,EDUCATION IN AMERICA,123456,-M-W-F-,920,1030,,,,,,,,,,,,,,,,,,
EDUC206,2,EDUCATION IN AMERICA,123456,-M-W---,1440,1630,,,,,,,,,,,,,,,,,,
EDUC286,1,LANGUAGE ACQUISITION & READING,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
EDUC296,1,LANG ACQUIS/PHONEMIC AWARENESS,123456,--T----,1800,1950,,,,,,,,,,,,,,,,,,
EDUC336,1,EXCEPTIONALITY,123456,-M-W-F-,1040,1150,,,,,,,,,,,,,,,,,,
EDUC336,2,EXCEPTIONALITY,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
EDUC368,1,EDUCATIONAL PSYCHOLOGY,123456,--T-R--,1000,1150,,,,,,,,,,,,,,,,,,
EDUC368,2,EDUCATIONAL PSYCHOLOGY,123456,--T-R--,1200,1350,,,,,,,,,,,,,,,,,,
EDUC491,1,ESL ACROSS THE CURRICULUM,123456,--T-R--,1800,1950,,,,,,,,,,,,,,,,,,
ENGL101,1,INTRO TO WRITING,123456,--T-R--,1000,1150,,,,,,,,,,,,,,,,,,
ENGL101,2,INTRO TO WRITING,123456,--T-R--,1400,1550,,,,,,,,,,,,,,,,,,
ENGL101,3,INTRO TO WRITING,123456,--T-R--,1000,1150,,,,,,,,,,,,,,,,,,
ENGL106,1,INTRO TO LITERATURE,123456,-M-W---,1800,1950,,,,,,,,,,,,,,,,,,
ENGL106,2,INTRO TO LITERATURE,123456,-M-W---,1440,1630,,,,,,,,,,,,,,,,,,
ENGL130,1,LITERARY TOPICS:AMERICAN FANTASY,123456,-M-W-F-,920,1030,,,,,,,,,,,,,,,,,,
ENGL130,2,LITERARY TOPICS:Reading Nature,123456,-M-W-F-,1040,1150,,,,,,,,,,,,,,,,,,
ENGL201,1,TOPICS IN WRITING:CREATIVE NONFICTION,123456,--T-R--,1800,1950,,,,,,,,,,,,,,,,,,
ENGL204,1,READING/WRITING IN THE MAJOR,123456,-M-W-F-,1040,1150,,,,,,,,,,,,,,,,,,
ENGL204,2,READING/WRITING IN THE MAJOR,123456,--T-R--,1400,1550,,,,,,,,,,,,,,,,,,
ENGL235,1,"TOPICS LITERATURE AND CULTURE:SHAKESPEARE, SEX, AND GENDER",123456,--T-R--,1400,1550,,,,,,,,,,,,,,,,,,
ENGL235,2,TOPICS LITERATURE AND CULTURE:Asian American Literature,123456,-M-W-F-,1200,1310,,,,,,,,,,,,,,,,,,
ENGL270,1,CREATIVE WRITING,123456,--T-R--,1000,1150,,,,,,,,,,,,,,,,,,
ENGL270,2,CREATIVE WRITING,123456,-M-W-F-,920,1030,,,,,,,,,,,,,,,,,,
ENGL281,1,LITERATURE IN HISTORY I: The,123456,-M-W---,1800,1950,,,,,,,,,,,,,,,,,,
ENGL282,1,LITERATURE IN HIST. II The Rise,123456,-M-W-F-,1040,1150,,,,,,,,,,,,,,,,,,
ENGL283,1,LITERATURE IN HISTORY III,123456,--T-R--,800,950,,,,,,,,,,,,,,,,,,
ENGL283,2,LITERATURE IN HISTORY III,123456,-M-W-F-,1320,1430,,,,,,,,,,,,,,,,,,
ENGL304,1,METHODS OF LITERARY STUDY,123456,--T-R--,1000,1150,,,,,,,,,,,,,,,,,,
